product_name,product_link,shop_name,shop_link,price,est_mo_sales,est_mo_revenue,est_total_sales,reviews,listing_age,favorites,avg_reviews,views,category,description_character_count,shop_age,visibility_score,conversion_rate,total_shop_sales,tags,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,image_path
"Elegant Wedding Welcome, Large Gold Mirror Arch with Flourish Design + Customizable Trendy Wedding Sign for Entrance, Custom Vinyl Signage",https://www.etsy.com/listing/1661269805/elegant-wedding-welcome-large-gold,MagnoliaDreamsDecor,https://www.etsy.com/shop/MagnoliaDreamsDecor,170,44,17317,211,41,8 Mo.,2168,5,68151,Weddings,,12,100,0.31,905,"wedding welcome sign,wedding mirror,selfie mirrors,engagement party,wedding signage,custom wedding signs,personalized,entrance gold mirror,customized template,wedding decorations,trendy wedding sign,large elegant gold,mirror sign wedding",wedding welcome sign,wedding mirror,selfie mirrors,engagement party,wedding signage,custom wedding signs,personalized,entrance gold mirror,customized template,wedding decorations,trendy wedding sign,large elegant gold,mirror sign wedding,../data/images/Elegant_Wedding_Welcome__Large_Gold_Mirror_Arch_wi.png
"Vessel Anchor coin holder for Navy Chief, Senior, and Master Chief anchors. Now with magnets",https://www.etsy.com/listing/1737111938/vessel-anchor-coin-holder-for-navy-chief,AlohacoinsShop,https://www.etsy.com/shop/AlohacoinsShop,60,288,17280,960,10,3 Mo.,60,3,1847,Art & Collectibles,,1,100,51.98,96,"Navy Chief,Vessel,Anchor holder coin,Challenge coin,Hawaiian Chief,Aloha goats,Coins,Hawaii coins",Navy Chief,Vessel,Anchor holder coin,Challenge coin,Hawaiian Chief,Aloha goats,Coins,Hawaii coins,--,--,--,--,--,../data/images/Vessel_Anchor_coin_holder_for_Navy_Chief__Senior__.png
"Farmhouse Wall Decor Window Mirror with Shutters, Rustic Window Mirror, Rustic Mirror, Large Window Mirror, Window Pane Mirror, Wall Mirror",https://www.etsy.com/listing/776843228/farmhouse-wall-decor-window-mirror-with,rustymill,https://www.etsy.com/shop/rustymill,270,64,17279,3559,782,54 Mo.,22864,14,614276,Home & Living,,166,100,0.58,30468,"farmhouse mirror,farmhouse window,rustic home decor,rustic window mirror,window mirror,barnwood mirror,rustic mirror,farmhouse decor,farmhouse wall decor,window pane mirror,mirror wall decor,window pane,large mirror",farmhouse mirror,farmhouse window,rustic home decor,rustic window mirror,window mirror,barnwood mirror,rustic mirror,farmhouse decor,farmhouse wall decor,window pane mirror,mirror wall decor,window pane,large mirror,../data/images/Farmhouse_Wall_Decor_Window_Mirror_with_Shutters__.png
"Baptism gift girl, wall busy board, toddler girl room decor, montessori educational toys, gift for grandchild, custom baby gift",https://www.etsy.com/listing/798208580/baptism-gift-girl-wall-busy-board,BestBusyboard,https://www.etsy.com/shop/BestBusyboard,129,134,17246,7369,165,52 Mo.,3401,3,139019,Toys & Games,,52,100,5.3,3582,"baby shower gift,gift for niece,baptism gift girl,goddaughter gifts,gift for grandchild,educational activity,custom baby gift,first birthday gift,toddler busy boad,wall busy board,playroom wall decor,educational toys,montessori board",baby shower gift,gift for niece,baptism gift girl,goddaughter gifts,gift for grandchild,educational activity,custom baby gift,first birthday gift,toddler busy boad,wall busy board,playroom wall decor,educational toys,montessori board,../data/images/Baptism_gift_girl__wall_busy_board__toddler_girl_r.png
Monstera Albo - Rare HIGHLY variegated monstera borsigiana albo - SAME plant as pictures,https://www.etsy.com/listing/1541644056/monstera-albo-rare-highly-variegated,PlantVers,https://www.etsy.com/shop/PlantVers,198,73,17228,969,318,13 Mo.,3455,24,226138,Home & Living,,52,100,0.44,49974,"variegated Albo,rare indoor plant,monstera albo,albo plant,Albo Borsigiana Cut,AlboCutting monstera,Indoor houseplant,variegated plant,liveindoor plant,albo monstera,Albo Cutting,Albo monstera rooted,albo white tiger",variegated Albo,rare indoor plant,monstera albo,albo plant,Albo Borsigiana Cut,AlboCutting monstera,Indoor houseplant,variegated plant,liveindoor plant,albo monstera,Albo Cutting,Albo monstera rooted,albo white tiger,../data/images/Monstera_Albo___Rare_HIGHLY_variegated_monstera_bo.png
Shelf Brackets UK Made Raw Steel Shelf Brackets Metal Brackets Industrial Brackets Rustic Discounted when purchased with shelf,https://www.etsy.com/listing/1547772826/shelf-brackets-uk-made-raw-steel-shelf,UrbanReclamationCo,https://www.etsy.com/shop/UrbanReclamationCo,49,358,17219,3199,188,12 Mo.,270,15,20997,Home & Living,,50,100,15.62,50646,"Metal Brackets,Steel Brackets,Metal Shelf Brackets,Heavy Duty Brackets,Steel Shelf Brackets,Rustic Shelf Bracket,Rustic Brackets,Industrial Brackets,Solid Metal Brackets,Shelf Brackets,Wooden Shelf Bracket,Bookshelf Brackets,Wall Brackets",Metal Brackets,Steel Brackets,Metal Shelf Brackets,Heavy Duty Brackets,Steel Shelf Brackets,Rustic Shelf Bracket,Rustic Brackets,Industrial Brackets,Solid Metal Brackets,Shelf Brackets,Wooden Shelf Bracket,Bookshelf Brackets,Wall Brackets,../data/images/Shelf_Brackets_UK_Made_Raw_Steel_Shelf_Brackets_Me.png
Handwriting Bracelet • Custom Actual Handwriting Jewelry • Signature Bracelet • Memorial Personalized Keepsake Gift • Mother&#39;s Gift • BH01,https://www.etsy.com/listing/209384686/handwriting-bracelet-custom-actual,CaitlynMinimalist,https://www.etsy.com/shop/CaitlynMinimalist,37,465,17205,54852,11336,118 Mo.,188654,96,4164060,Jewelry,,118,100,1.32,3116334,"signature bracelet,handwriting bracelet,handwriting jewelry,handwriting bangle,CUSTOM HANDWRITING,ACTUAL HANDWRITING,CAITLYNMINIMALIST,MEMORIAL BRACELET,SENTIMENTAL GIFTS,GIFTS FOR MOM,PERSONALIZED GIFTS,GRANDMA GIFT,CAITLYN MINIMALIST",signature bracelet,handwriting bracelet,handwriting jewelry,handwriting bangle,CUSTOM HANDWRITING,ACTUAL HANDWRITING,CAITLYNMINIMALIST,MEMORIAL BRACELET,SENTIMENTAL GIFTS,GIFTS FOR MOM,PERSONALIZED GIFTS,GRANDMA GIFT,CAITLYN MINIMALIST,../data/images/Handwriting_Bracelet___Custom_Actual_Handwriting_J.png
"Authentic Engraved Ammo Can, Ammunition Box, Christmas Gifts for Men, Gift for Him, Hunter Gift, Dad Gift, Personalized Gift for Husband",https://www.etsy.com/listing/1607977109/authentic-engraved-ammo-can-ammunition,themanregistry,https://www.etsy.com/shop/themanregistry,56,306,17194,3089,474,10 Mo.,5838,47,168058,Toys & Games,,153,100,1.85,67269,"Boyfriend Gift,Husband Gift,Son Gift,Brother Gift,Ammo Box,Ammunition Can,Army Gift,USA Gift,Gift for Groomsmen,Christmas Gift,Father's Day Gift,Custom Ammo Can,Custom Ammo Box",Boyfriend Gift,Husband Gift,Son Gift,Brother Gift,Ammo Box,Ammunition Can,Army Gift,USA Gift,Gift for Groomsmen,Christmas Gift,Father's Day Gift,Custom Ammo Can,Custom Ammo Box,../data/images/Authentic_Engraved_Ammo_Can__Ammunition_Box__Chris.png
Mabel Chicken™ CROCHET PATTERN,https://www.etsy.com/listing/1474298022/mabel-chicken-crochet-pattern,oakandmarlow,https://www.etsy.com/shop/oakandmarlow,5,3221,17168,51540,9393,16 Mo.,57354,587,1123756,Craft Supplies & Tools,,108,100,4.59,76172,"crochet chicken,chicken amigurumi,crochet bird,crochet toy,chicken crochet,rooster crochet,chicken pattern,rooster pattern,rooster amigurumi,crochet bird pattern,crochet hen,hen amigurumi,hen crochet",crochet chicken,chicken amigurumi,crochet bird,crochet toy,chicken crochet,rooster crochet,chicken pattern,rooster pattern,rooster amigurumi,crochet bird pattern,crochet hen,hen amigurumi,hen crochet,../data/images/Mabel_Chicken__CROCHET_PATTERN.png
Future Mrs Sweatshirt Bride to Be Engagement Bridal T-Shirt Gift Custom,https://www.etsy.com/listing/1249084710/future-mrs-sweatshirt-bride-to-be,Up2ournecksinfabric,https://www.etsy.com/shop/Up2ournecksinfabric,27,633,17167,16470,3069,26 Mo.,9498,118,266919,Clothing,,106,100,6.17,543854,"customized married,tshirt bridal shower,shirt just new tee,personalized,celebration,exclusive,betrothal,newlywed,present,treatment,wedding,apparel,crewneck",customized married,tshirt bridal shower,shirt just new tee,personalized,celebration,exclusive,betrothal,newlywed,present,treatment,wedding,apparel,crewneck,../data/images/Future_Mrs_Sweatshirt_Bride_to_Be_Engagement_Brida.png
Family Birthstone Necklace • Birthstone Necklace • Birth Stone Necklace • Mothers Necklace,https://www.etsy.com/listing/1452323549/family-birthstone-necklace-birthstone,GracedJewelery,https://www.etsy.com/shop/GracedJewelery,77,224,17165,3873,743,17 Mo.,5610,43,211062,Jewelry,,40,100,1.84,32559,"BIRTHSTONE NECKLACE,Family Necklace,PUSH PRESENT,GRANDMA NECKLACE,BIRTH STONE NECKLACE,MOM NECKLACE,FIRST TIME MOTHER,MOTHERS NECKLACE,THREE BIRTHSTONE,birthstone charm,BIRTH STONE PENDANT,BIRTHSTONE PENDANT,FAMILY BIRTHSTONE",BIRTHSTONE NECKLACE,Family Necklace,PUSH PRESENT,GRANDMA NECKLACE,BIRTH STONE NECKLACE,MOM NECKLACE,FIRST TIME MOTHER,MOTHERS NECKLACE,THREE BIRTHSTONE,birthstone charm,BIRTH STONE PENDANT,BIRTHSTONE PENDANT,FAMILY BIRTHSTONE,../data/images/Family_Birthstone_Necklace___Birthstone_Necklace__.png
"JTxPM, **PRE-ORDER**, Bass Masters, 100 Percent Cotton T-shirt, black, unisex",https://www.etsy.com/listing/1711052253/jtxpm-pre-order-bass-masters-100-percent,PunkMasters,https://www.etsy.com/shop/PunkMasters,44,390,17160,2005,108,5 Mo.,123,21,8134,Clothing,,181,100,24.65,13759,"Tshirt,short sleeved,men,women,art,graphic tshirt,type,Duran Duran,1981,80s,new wave,bass,music",Tshirt,short sleeved,men,women,art,graphic tshirt,type,Duran Duran,1981,80s,new wave,bass,music,../data/images/JTxPM____PRE_ORDER____Bass_Masters__100_Percent_Co.png
"Custom Logo Sign, Custom Wood Words, Personalized Wood Sign, Logo Sign for Business, Logo Sign For Wall, Custom Wood Wall Letters,",https://www.etsy.com/listing/1272088622/custom-logo-sign-custom-wood-words,LignousLaser,https://www.etsy.com/shop/LignousLaser,78,219,17154,5496,1153,25 Mo.,9597,46,305253,Home & Living,,36,100,1.8,19938,"custom name sign,wood monogram,personalized sign,custom wall quates,custom phrases,personalized words,small wooden words,custom logo sign,wood logo sign,personalized logo,Business sign wood,Business logo decor,company sign",custom name sign,wood monogram,personalized sign,custom wall quates,custom phrases,personalized words,small wooden words,custom logo sign,wood logo sign,personalized logo,Business sign wood,Business logo decor,company sign,../data/images/Custom_Logo_Sign__Custom_Wood_Words__Personalized_.png
"Personalized Wooden Music Box, Gifts for Kids, Christmas Gift, Baby Shower Gift, Engraved Name Music Box, Musical Carousel, Birthday Gift",https://www.etsy.com/listing/1609892665/personalized-wooden-music-box-gifts-for,BeWellGroup,https://www.etsy.com/shop/BeWellGroup,70,245,17145,2481,233,10 Mo.,2491,23,74911,Art & Collectibles,,53,100,3.31,613418,"Christmas Music Box,Horse Music Box,Baby Boy Gift,Baby Shower Gift,Holiday gift for kid,Custom music box,Engraved Music Box,Ballerina music box,kids gifts,Baby Christmas,Kids Christmas gifts,Music Box,Mom Christmas Gift",Christmas Music Box,Horse Music Box,Baby Boy Gift,Baby Shower Gift,Holiday gift for kid,Custom music box,Engraved Music Box,Ballerina music box,kids gifts,Baby Christmas,Kids Christmas gifts,Music Box,Mom Christmas Gift,../data/images/Personalized_Wooden_Music_Box__Gifts_for_Kids__Chr.png
"Tiny Birth Flower Necklace, Wild Flowers Memorial, Sterling Silver Necklace, Gift For Her, Birth Flower Jewelry, Floral Necklace",https://www.etsy.com/listing/1292224302/tiny-birth-flower-necklace-wild-flowers,dabasminimalist,https://www.etsy.com/shop/dabasminimalist,26,663,17125,15965,2988,24 Mo.,25167,124,790371,Jewelry,,48,100,2.03,34787,"Gift For Her,Birthday Gift,Gift For Mom,Custom Necklace,Birthflower Necklace,Wildflower Necklace,Necklace Gift,Woman Jewelry,Girlfriend Gift,Floral Necklace,Birth Fower,Birth Month Necklace,Christmas Gift",Gift For Her,Birthday Gift,Gift For Mom,Custom Necklace,Birthflower Necklace,Wildflower Necklace,Necklace Gift,Woman Jewelry,Girlfriend Gift,Floral Necklace,Birth Fower,Birth Month Necklace,Christmas Gift,../data/images/Tiny_Birth_Flower_Necklace__Wild_Flowers_Memorial_.png
"Personalized Family Name Sign - Custom Wooden Monogram - Perfect for Weddings, Anniversaries, Housewarmings - Handmade Rustic Decor",https://www.etsy.com/listing/706860273/personalized-family-name-sign-custom,mrcwoodproducts,https://www.etsy.com/shop/mrcwoodproducts,50,345,17102,22110,4678,64 Mo.,37149,73,798574,Home & Living,,177,100,2.77,216751,"family name sign,established sign,last name sign,family established,personalize monogram,wood family sign,framed wooden sign,closing gift sign,farmhouse wall art,custom wood sign,bridal shower gift,wedding name plaque,entryway wall decor",family name sign,established sign,last name sign,family established,personalize monogram,wood family sign,framed wooden sign,closing gift sign,farmhouse wall art,custom wood sign,bridal shower gift,wedding name plaque,entryway wall decor,../data/images/Personalized_Family_Name_Sign___Custom_Wooden_Mono.png
Family Necklace • Personalized Gift • Linked Circle Necklace •  Custom Children Name Rings • Eternity Necklace • Mother Gift • NM30F30,https://www.etsy.com/listing/492227219/family-necklace-personalized-gift-linked,CaitlynMinimalist,https://www.etsy.com/shop/CaitlynMinimalist,42,407,17094,38602,7976,94 Mo.,96138,84,2415792,Jewelry,,118,100,1.6,3116334,"personalized jewelry,personalized Gift,family necklace,Eternity Necklace,Circle Necklace,Mothers Necklace,Grandma Necklace,CUSTOM NAME NECKLACE,BABY NAME NECKLACE,CAITLYNMINIMALIST,GIFT FOR HER,HANDMADE JEWELRY,GIFTS FOR MOM",personalized jewelry,personalized Gift,family necklace,Eternity Necklace,Circle Necklace,Mothers Necklace,Grandma Necklace,CUSTOM NAME NECKLACE,BABY NAME NECKLACE,CAITLYNMINIMALIST,GIFT FOR HER,HANDMADE JEWELRY,GIFTS FOR MOM,../data/images/Family_Necklace___Personalized_Gift___Linked_Circl.png
Baby name flag | canvas flag | nursery name sign | custom name banner | boho nursery decor | D2,https://www.etsy.com/listing/1098561771/baby-name-flag-canvas-flag-nursery-name,CherieKaySigns,https://www.etsy.com/shop/CherieKaySigns,39,438,17082,15414,3589,35 Mo.,24385,102,641696,Home & Living,,104,100,2.4,143750,"baby name flag,nursery canvas flag,custom name banner,name sign for crib,custom name flag,nursery wall decor,custom baby name,baby shower gift,kids name sign,boho nursery decor,boho prints,boho name sign,boho wall art",baby name flag,nursery canvas flag,custom name banner,name sign for crib,custom name flag,nursery wall decor,custom baby name,baby shower gift,kids name sign,boho nursery decor,boho prints,boho name sign,boho wall art,../data/images/Baby_name_flag___canvas_flag___nursery_name_sign__.png
Personalized backpack Back to school Custom backpack bookbags personalized school bags Personalized Gifts gifts for kids Christmas gifts,https://www.etsy.com/listing/1726654332/personalized-backpack-back-to-school,ChicbabyStudio,https://www.etsy.com/shop/ChicbabyStudio,45,379,17055,1144,181,3 Mo.,1270,60,85340,Bags & Purses,,43,100,1.34,99307,"gift for kids,personalized gift,custom bags,custom backpacks,custom school bag,personalized bag,school bag custom,custom backpack,personalized backpac,back to school,Stoney clover,stoney clover dupe,school bags",gift for kids,personalized gift,custom bags,custom backpacks,custom school bag,personalized bag,school bag custom,custom backpack,personalized backpac,back to school,Stoney clover,stoney clover dupe,school bags,../data/images/Personalized_backpack_Back_to_school_Custom_backpa.png
"Custom Disney Cruise Family Vacation 2024 Shirt, Disney Cruise Group Shirt, Disney Shirt, Disney Pirate Shirt, Family Matching Cruise Shirt",https://www.etsy.com/listing/1630401886/custom-disney-cruise-family-vacation,PopPartyPalace,https://www.etsy.com/shop/PopPartyPalace,18,546,17052,4783,446,9 Mo.,1589,49,59768,Clothing,,9,100,8.03,8261,"Cruise Shirt,Mickey Cruise Shirt,Cruise Family Shirt,Custom Cruise Shirt,Family Travel Shirt,Matching Cruise,Cruise Travel Shirt,Cruise Squad Tee,disneyland cruise,family matching tees,disney cruise 2024,disney shirt,Disneyworld Shirts",Cruise Shirt,Mickey Cruise Shirt,Cruise Family Shirt,Custom Cruise Shirt,Family Travel Shirt,Matching Cruise,Cruise Travel Shirt,Cruise Squad Tee,disneyland cruise,family matching tees,disney cruise 2024,disney shirt,Disneyworld Shirts,../data/images/Custom_Disney_Cruise_Family_Vacation_2024_Shirt__D.png
"Custom wedding guest book, personalized wedding reception guestbook, engagement photo album and signing book, wedding keepsake",https://www.etsy.com/listing/1597244741/custom-wedding-guest-book-personalized,AshleyWoodCraft,https://www.etsy.com/shop/AshleyWoodCraft,50,341,17047,3810,570,11 Mo.,5505,51,234507,Weddings,,20,100,1.63,13300,"guest wedding book,guest book wedding,guest book signs,Guest Signing Book,party guestbook,wedding scrapbook,linen guestbook,Modern Guest Book,guest book home,white guest book,Printed Guest Book,engagement guestbook,Anniversary",guest wedding book,guest book wedding,guest book signs,Guest Signing Book,party guestbook,wedding scrapbook,linen guestbook,Modern Guest Book,guest book home,white guest book,Printed Guest Book,engagement guestbook,Anniversary,../data/images/Custom_wedding_guest_book__personalized_wedding_re.png
"Personalized Engraved Working Compass with Custom Handwriting, Gift for Men Anniversary, Gifts for Dad Birthday",https://www.etsy.com/listing/264013568/personalized-engraved-working-compass,SFdizayn,https://www.etsy.com/shop/SFdizayn,93,184,17020,19533,3813,104 Mo.,24186,36,803677,,,141,100,2.43,134424,"anniversary gift,personalized compass,personalized gift,engraved compass,christmas gift,gift for husband,gifts for him,boyfriend gift,valentines day gift,fathers day gift,gift for dad,gift for men,birthday gift",anniversary gift,personalized compass,personalized gift,engraved compass,christmas gift,gift for husband,gifts for him,boyfriend gift,valentines day gift,fathers day gift,gift for dad,gift for men,birthday gift,../data/images/Personalized_Engraved_Working_Compass_with_Custom_.png
"Personalised Arabic Name Necklace, Custom 18K Gold Name Necklace, Arabic Calligraphy Name Necklace, Islamic Gift, Eid Gift, Mother&#39;s Gift",https://www.etsy.com/listing/1234664395/personalised-arabic-name-necklace-custom,AnyaShopStudio,https://www.etsy.com/shop/AnyaShopStudio,32,537,17012,15084,2979,28 Mo.,7152,106,443845,Jewelry,,31,100,3.4,149166,"Necklace,Arabic Name Necklace,Gold Name Necklace,Gift for her,Islamic gift,Personalized Jewelry,Peronalised Gift,Birthday Gift,Custom name necklace,Gift for mom,Arabic Necklace,Eid gift,Christmas Gift",Necklace,Arabic Name Necklace,Gold Name Necklace,Gift for her,Islamic gift,Personalized Jewelry,Peronalised Gift,Birthday Gift,Custom name necklace,Gift for mom,Arabic Necklace,Eid gift,Christmas Gift,../data/images/Personalised_Arabic_Name_Necklace__Custom_18K_Gold.png
